"seqnames"	"start"	"end"	"width"	"strand"	"sampleName"	"median"	"mean"	"CN"
"92"	"chrA"	44000001	44075000	75000	"*"	"S_13"	1.00000000000041	1.07877113507872	"CN5"
"93"	"chrA"	44075001	87375000	43300000	"*"	"S_13"	7.4717988415358e-54	1.79039305225211e-06	"CN2"
"94"	"chrA"	87375001	87450000	75000	"*"	"S_13"	-0.999638626989647	-0.696202535989414	"CN2"
"95"	"chrA"	87450001	110625000	23175000	"*"	"S_13"	3.33498003813475e-53	-3.59990839088109e-05	"CN2"
"96"	"chrA"	110625001	110725000	100000	"*"	"S_13"	0.584967104898392	0.482095056819521	"CN2"
"97"	"chrA"	110725001	125000000	14275000	"*"	"S_13"	1.02568990127969e-52	0.000843200336284218	"CN2"
"98"	"chrA"	1	18850000	18850000	"*"	"S_14"	6.88455954264866e-53	-0.000510602534727594	"CN2"
"99"	"chrA"	18850001	19000000	150000	"*"	"S_14"	-5.32192809488717	-5.32192809467076	"CN0"
"100"	"chrA"	19000001	53800000	34800000	"*"	"S_14"	1.32523493280565e-52	0.000110739709658409	"CN2"
"101"	"chrA"	53800001	53900000	100000	"*"	"S_14"	-0.999999815833051	-0.999988115332193	"CN1"
"102"	"chrA"	53900001	64850000	10950000	"*"	"S_14"	8.03589888160613e-53	3.6320566005868e-07	"CN2"
"103"	"chrA"	64850001	64950000	100000	"*"	"S_14"	0.58491811032873	0.584785404990106	"CN3"
"104"	"chrA"	64950001	70625000	5675000	"*"	"S_14"	4.29730472433868e-54	0.00268286699873165	"CN2"
"105"	"chrA"	70625001	70750000	125000	"*"	"S_14"	-0.999988564201592	-0.999967306873874	"CN1"
"106"	"chrA"	70750001	90625000	19875000	"*"	"S_14"	2.85233952038779e-54	7.89874153972596e-07	"CN2"
"107"	"chrA"	90625001	90800000	175000	"*"	"S_14"	-5.32192809488736	-5.32192809488736	"CN0"
"108"	"chrA"	90800001	125000000	34200000	"*"	"S_14"	4.15902761272273e-53	6.87322633894213e-07	"CN2"
"109"	"chrA"	1	1775000	1775000	"*"	"S_15"	1.2372425233847e-52	4.52251595570058e-09	"CN2"
"110"	"chrA"	1775001	1850000	75000	"*"	"S_15"	-0.999999716301054	-0.999996971342649	"CN1"
"111"	"chrA"	1850001	5525000	3675000	"*"	"S_15"	5.55045119301963e-53	3.41521925400122e-07	"CN2"
"112"	"chrA"	5525001	5600000	75000	"*"	"S_15"	-0.999356387607949	-0.666452129202668	"CN2"
"113"	"chrA"	5600001	53300000	47700000	"*"	"S_15"	1.38187316817518e-52	0.000378398394003441	"CN2"
"114"	"chrA"	53300001	53400000	100000	"*"	"S_15"	-0.999893606634884	-0.998868671302564	"CN1"
"115"	"chrA"	53400001	64850000	11450000	"*"	"S_15"	1.58457853250678e-53	3.71551885956123e-08	"CN2"
"116"	"chrA"	64850001	64950000	100000	"*"	"S_15"	0.406836887683934	0.351487219848113	"CN2"
"117"	"chrA"	64950001	125000000	60050000	"*"	"S_15"	1.0321937626549e-53	0.00106705944273154	"CN2"
"118"	"chrA"	1	18850000	18850000	"*"	"S_16"	6.71056697362174e-53	0.000647583470499898	"CN2"
"119"	"chrA"	18850001	19000000	150000	"*"	"S_16"	-0.999997848982375	-0.990160346404323	"CN1"
"120"	"chrA"	19000001	64850000	45850000	"*"	"S_16"	9.83467006292714e-53	6.745725490153e-06	"CN2"
"121"	"chrA"	64850001	64950000	100000	"*"	"S_16"	-0.999930610067923	-0.999709754030861	"CN1"
"122"	"chrA"	64950001	125000000	60050000	"*"	"S_16"	1.15043545592996e-53	0.000346942858985106	"CN2"
"123"	"chrA"	1	1775000	1775000	"*"	"S_17"	3.39850974415969e-51	1.34679227019233e-12	"CN2"
"124"	"chrA"	1775001	1850000	75000	"*"	"S_17"	-0.9999999828922	-0.999997144657093	"CN1"
"125"	"chrA"	1850001	5525000	3675000	"*"	"S_17"	1.49229675712347e-53	0.00276453187911274	"CN2"
"126"	"chrA"	5525001	5600000	75000	"*"	"S_17"	-0.999999955476142	-0.666666651709684	"CN2"
"127"	"chrA"	5600001	18850000	13250000	"*"	"S_17"	7.70092103200773e-53	3.9758318858128e-05	"CN2"
"128"	"chrA"	18850001	19000000	150000	"*"	"S_17"	-0.995603126546859	-0.893711119438356	"CN2"
"129"	"chrA"	19000001	40750000	21750000	"*"	"S_17"	8.65177075816139e-53	-8.95715985222429e-05	"CN2"
"130"	"chrA"	40750001	40825000	75000	"*"	"S_17"	0.522506360448211	0.363475298470769	"CN2"
"131"	"chrA"	40825001	50700000	9875000	"*"	"S_17"	2.11779018945234e-52	0.000283213692719693	"CN2"
"132"	"chrA"	50700001	50850000	150000	"*"	"S_17"	-0.999985350962792	-0.99984088666287	"CN1"
"133"	"chrA"	50850001	53800000	2950000	"*"	"S_17"	3.09917604553975e-53	1.44120607355995e-05	"CN2"
"134"	"chrA"	53800001	53900000	100000	"*"	"S_17"	-0.999991601177301	-0.999991107629971	"CN1"
"135"	"chrA"	53900001	64850000	10950000	"*"	"S_17"	5.78500164279989e-53	4.43565173030601e-08	"CN2"
"136"	"chrA"	64850001	64950000	100000	"*"	"S_17"	-0.999983847367862	-0.999732991298935	"CN1"
"137"	"chrA"	64950001	125000000	60050000	"*"	"S_17"	9.87437533647838e-54	0.00035826385720048	"CN2"
"138"	"chrA"	1	50700000	50700000	"*"	"S_18"	1.43782069488175e-52	1.01954639730601e-06	"CN2"
"139"	"chrA"	50700001	50850000	150000	"*"	"S_18"	-5.32192809488736	-5.32192809488736	"CN0"
"140"	"chrA"	50850001	53300000	2450000	"*"	"S_18"	7.05503883599345e-51	2.38589188297783e-07	"CN2"
"141"	"chrA"	53300001	53400000	100000	"*"	"S_18"	-5.32192809488736	-5.32192809488733	"CN0"
"142"	"chrA"	53400001	65475000	12075000	"*"	"S_18"	4.37968459011519e-53	1.8629372825795e-06	"CN2"
"143"	"chrA"	65475001	65550000	75000	"*"	"S_18"	-5.32192809488736	-3.85490323916762	"CN0"
"144"	"chrA"	65550001	113175000	47625000	"*"	"S_18"	1.56882272837922e-53	-0.000488644874051094	"CN2"
"145"	"chrA"	113175001	113325000	150000	"*"	"S_18"	-5.32192809488736	-5.32192809488736	"CN0"
"146"	"chrA"	113325001	125000000	11675000	"*"	"S_18"	5.49305036651417e-53	3.15280342446803e-06	"CN2"
"147"	"chrA"	1	18850000	18850000	"*"	"S_19"	3.62203627713379e-53	0.000713268964200929	"CN2"
"148"	"chrA"	18850001	19000000	150000	"*"	"S_19"	-0.999997211268704	-0.999868292569478	"CN1"
"149"	"chrA"	19000001	48575000	29575000	"*"	"S_19"	8.78168765284642e-53	0.000180876702169828	"CN2"
"150"	"chrA"	48575001	48650000	75000	"*"	"S_19"	-0.999999723923766	-0.999988398179529	"CN1"
"151"	"chrA"	48650001	64850000	16200000	"*"	"S_19"	2.40426800570737e-53	6.73815872922989e-07	"CN2"
"152"	"chrA"	64850001	64950000	100000	"*"	"S_19"	0.584945605572167	0.584786224710795	"CN3"
"153"	"chrA"	64950001	87375000	22425000	"*"	"S_19"	2.07330504846892e-54	0.000637795407920669	"CN2"
"154"	"chrA"	87375001	87450000	75000	"*"	"S_19"	-0.999926236212742	-0.999863871584486	"CN1"
"155"	"chrA"	87450001	125000000	37550000	"*"	"S_19"	4.11490298936981e-53	-0.00190630936133009	"CN2"
"156"	"chrA"	1	5525000	5525000	"*"	"S_20"	1.57348581312198e-53	-3.88132023548355e-09	"CN2"
"157"	"chrA"	5525001	5600000	75000	"*"	"S_20"	-0.99999906733601	-0.666666374442483	"CN2"
"158"	"chrA"	5600001	40750000	35150000	"*"	"S_20"	1.2321815306258e-52	9.45038424037773e-05	"CN2"
"159"	"chrA"	40750001	40825000	75000	"*"	"S_20"	0.627035598972901	0.542333925828591	"CN3"
"160"	"chrA"	40825001	50700000	9875000	"*"	"S_20"	1.81426565856732e-53	-1.44524613899927e-06	"CN2"
"161"	"chrA"	50700001	50850000	150000	"*"	"S_20"	-0.999997941200247	-0.999982723615629	"CN1"
"162"	"chrA"	50850001	53800000	2950000	"*"	"S_20"	6.29616628343102e-52	8.26138714121453e-07	"CN2"
"163"	"chrA"	53800001	53900000	100000	"*"	"S_20"	-0.999939227788433	-0.99947010985856	"CN1"
"164"	"chrA"	53900001	90625000	36725000	"*"	"S_20"	8.55846936344729e-54	6.73851259603704e-06	"CN2"
"165"	"chrA"	90625001	90800000	175000	"*"	"S_20"	-0.999999791036352	-0.99109068148543	"CN1"
"166"	"chrA"	90800001	113175000	22375000	"*"	"S_20"	2.78730151081673e-53	0.00109919686847283	"CN2"
"167"	"chrA"	113175001	113325000	150000	"*"	"S_20"	-0.999998910290479	-0.999866774815814	"CN1"
"168"	"chrA"	113325001	125000000	11675000	"*"	"S_20"	2.11329152253874e-53	6.93142280366098e-06	"CN2"
"169"	"chrA"	1	40750000	40750000	"*"	"S_21"	1.32453461720586e-52	0.000384335683116688	"CN2"
"170"	"chrA"	40750001	40825000	75000	"*"	"S_21"	0.582144321380244	0.388928852702403	"CN2"
"171"	"chrA"	40825001	44000000	3175000	"*"	"S_21"	6.26086969681334e-55	4.29361812029233e-11	"CN2"
"172"	"chrA"	44000001	44075000	75000	"*"	"S_21"	0.561228346928445	0.380461947110721	"CN2"
"173"	"chrA"	44075001	48575000	4500000	"*"	"S_21"	6.0437762906034e-51	-1.11483231552338e-07	"CN2"
"174"	"chrA"	48575001	48650000	75000	"*"	"S_21"	-0.999849534983527	-0.99700327188251	"CN1"
"175"	"chrA"	48650001	50350000	1700000	"*"	"S_21"	7.94407860334799e-51	1.43272438776276e-06	"CN2"
"176"	"chrA"	50350001	50450000	100000	"*"	"S_21"	-0.999999821920627	-0.99998109412447	"CN1"
"177"	"chrA"	50450001	53300000	2850000	"*"	"S_21"	1.89008160992473e-53	3.61417435357251e-06	"CN2"
"178"	"chrA"	53300001	53400000	100000	"*"	"S_21"	-5.32192809488728	-5.3219280948611	"CN0"
"179"	"chrA"	53400001	87950000	34550000	"*"	"S_21"	2.2890578802173e-54	-0.000481258298346621	"CN2"
"180"	"chrA"	87950001	88125000	175000	"*"	"S_21"	-0.999999510233444	-0.999979853953757	"CN1"
"181"	"chrA"	88125001	90625000	2500000	"*"	"S_21"	1.44414241405934e-50	3.1314042777538e-08	"CN2"
"182"	"chrA"	90625001	90800000	175000	"*"	"S_21"	-5.32192809488736	-5.32192809488736	"CN0"
"183"	"chrA"	90800001	125000000	34200000	"*"	"S_21"	5.18290735732873e-53	0.000308015257374425	"CN2"
"184"	"chrA"	1	44000000	44000000	"*"	"S_22"	9.4359375204424e-53	0.0002852595287874	"CN2"
"185"	"chrA"	44000001	44075000	75000	"*"	"S_22"	1	0.957171451801006	"CN4"
"186"	"chrA"	44075001	64850000	20775000	"*"	"S_22"	8.72428383979323e-53	0.000666395276282746	"CN2"
"187"	"chrA"	64850001	64950000	100000	"*"	"S_22"	0.577270262910798	0.576133196643775	"CN3"
"188"	"chrA"	64950001	125000000	60050000	"*"	"S_22"	7.87662002633857e-54	0.000244967173195178	"CN2"
"189"	"chrA"	1	44000000	44000000	"*"	"S_23"	6.31042338952124e-53	3.51061548629597e-05	"CN2"
"190"	"chrA"	44000001	44075000	75000	"*"	"S_23"	1.00000000000006	1.05604524207324	"CN5"
"191"	"chrA"	44075001	87375000	43300000	"*"	"S_23"	1.46891579357107e-53	-1.51966800653712e-05	"CN2"
"192"	"chrA"	87375001	87450000	75000	"*"	"S_23"	-0.999999977410177	-0.999783205607206	"CN1"
"193"	"chrA"	87450001	125000000	37550000	"*"	"S_23"	2.88379993098562e-53	4.7756697389447e-05	"CN2"
"194"	"chrA"	1	40750000	40750000	"*"	"S_24"	8.59264604142271e-53	1.65771195975831e-07	"CN2"
"195"	"chrA"	40750001	40825000	75000	"*"	"S_24"	0.128818943738252	0.137526694087703	"CN2"
"196"	"chrA"	40825001	64850000	24025000	"*"	"S_24"	2.39748786177279e-53	0.000239274285135389	"CN2"
"197"	"chrA"	64850001	64950000	100000	"*"	"S_24"	-0.999999156514334	-0.787125583827269	"CN2"
"198"	"chrA"	64950001	90625000	25675000	"*"	"S_24"	4.26490021755237e-54	-9.98156270906885e-05	"CN2"
"199"	"chrA"	90625001	90800000	175000	"*"	"S_24"	-0.999992681406976	-0.999881973850517	"CN1"
"200"	"chrA"	90800001	125000000	34200000	"*"	"S_24"	2.46165563073249e-53	8.26034400865319e-05	"CN2"
"201"	"chrA"	1	18850000	18850000	"*"	"S_25"	1.12959548016929e-52	4.65618199587943e-06	"CN2"
"202"	"chrA"	18850001	19000000	150000	"*"	"S_25"	-0.999706200101661	-0.999221024795009	"CN1"
"203"	"chrA"	19000001	44000000	25000000	"*"	"S_25"	8.358497429556e-53	-6.24561475483103e-06	"CN2"
"204"	"chrA"	44000001	44075000	75000	"*"	"S_25"	0.604862069039655	0.40829515707844	"CN2"
"205"	"chrA"	44075001	48575000	4500000	"*"	"S_25"	3.51923159144398e-52	9.90366521392364e-07	"CN2"
"206"	"chrA"	48575001	48650000	75000	"*"	"S_25"	-5.32192809488736	-5.32192809488736	"CN0"
"207"	"chrA"	48650001	87375000	38725000	"*"	"S_25"	7.27151531933475e-54	-0.000983188688596517	"CN2"
"208"	"chrA"	87375001	87450000	75000	"*"	"S_25"	-5.32192809488736	-5.32192809488736	"CN0"
"209"	"chrA"	87450001	110625000	23175000	"*"	"S_25"	3.05102685139527e-53	0.000467212251388504	"CN2"
"210"	"chrA"	110625001	110725000	100000	"*"	"S_25"	0.584958105038681	0.582170073821229	"CN3"
"211"	"chrA"	110725001	125000000	14275000	"*"	"S_25"	2.43931326726975e-53	1.7732667386709e-07	"CN2"
"212"	"chrA"	1	53300000	53300000	"*"	"S_26"	7.49381357543379e-53	0.000198259854285093	"CN2"
"213"	"chrA"	53300001	53400000	100000	"*"	"S_26"	-0.999999978356997	-0.999999630691615	"CN1"
"214"	"chrA"	53400001	64850000	11450000	"*"	"S_26"	1.15757284250962e-53	1.42471318633594e-07	"CN2"
"215"	"chrA"	64850001	64950000	100000	"*"	"S_26"	-0.999998636112447	-0.999998519003853	"CN1"
"216"	"chrA"	64950001	87375000	22425000	"*"	"S_26"	1.47223621722338e-54	0.000644755633580706	"CN2"
"217"	"chrA"	87375001	87450000	75000	"*"	"S_26"	-5.32192809488736	-5.32192809488736	"CN0"
"218"	"chrA"	87450001	90625000	3175000	"*"	"S_26"	7.34671266765728e-53	5.69462382279664e-06	"CN2"
"219"	"chrA"	90625001	90800000	175000	"*"	"S_26"	-0.999999450548096	-0.999559179251594	"CN1"
"220"	"chrA"	90800001	125000000	34200000	"*"	"S_26"	1.87024974084593e-53	1.18076528342125e-05	"CN2"
"221"	"chrA"	1	1775000	1775000	"*"	"S_27"	3.3294779103711e-51	2.83929845512028e-09	"CN2"
"222"	"chrA"	1775001	1850000	75000	"*"	"S_27"	-0.999997117012807	-0.999983792883231	"CN1"
"223"	"chrA"	1850001	90625000	88775000	"*"	"S_27"	2.86993738140222e-53	-0.000692768947804561	"CN2"
"224"	"chrA"	90625001	90800000	175000	"*"	"S_27"	-5.32192809488736	-5.32192809488736	"CN0"
"225"	"chrA"	90800001	125000000	34200000	"*"	"S_27"	3.80234789947006e-53	0.000230152012096071	"CN2"
"226"	"chrA"	1	1775000	1775000	"*"	"S_28"	1.87530783588446e-52	9.88489750696281e-06	"CN2"
"227"	"chrA"	1775001	1850000	75000	"*"	"S_28"	-0.999987456690526	-0.999765889396235	"CN1"
"228"	"chrA"	1850001	40750000	38900000	"*"	"S_28"	6.83478061244416e-53	-1.36448035853015e-05	"CN2"
"229"	"chrA"	40750001	40825000	75000	"*"	"S_28"	0.52607269963581	0.366174943099106	"CN2"
"230"	"chrA"	40825001	44000000	3175000	"*"	"S_28"	5.91840402921226e-56	0.00398468820513945	"CN2"
"231"	"chrA"	44000001	44075000	75000	"*"	"S_28"	0.997640749366224	0.984417705757266	"CN4"
"232"	"chrA"	44075001	48575000	4500000	"*"	"S_28"	4.26384634488678e-52	0.000776319353093588	"CN2"
"233"	"chrA"	48575001	48650000	75000	"*"	"S_28"	-0.999996136814274	-0.713795990417754	"CN2"
"234"	"chrA"	48650001	50700000	2050000	"*"	"S_28"	1.42429290183243e-51	5.56185311824092e-08	"CN2"
"235"	"chrA"	50700001	50850000	150000	"*"	"S_28"	-0.999999433088646	-0.999997791331266	"CN1"
"236"	"chrA"	50850001	90625000	39775000	"*"	"S_28"	4.40861917035156e-54	5.87991070546609e-06	"CN2"
"237"	"chrA"	90625001	90800000	175000	"*"	"S_28"	-0.999997892580921	-0.99999468471417	"CN1"
"238"	"chrA"	90800001	125000000	34200000	"*"	"S_28"	3.14053814069502e-53	0.000376459382082011	"CN2"
"239"	"chrA"	1	30025000	30025000	"*"	"S_29"	1.03829515984727e-52	-2.18923171513921e-05	"CN2"
"240"	"chrA"	30025001	30125000	100000	"*"	"S_29"	-0.999975872022522	-0.999505719286652	"CN1"
"241"	"chrA"	30125001	50700000	20575000	"*"	"S_29"	5.51440043720309e-53	2.88520119274645e-06	"CN2"
"242"	"chrA"	50700001	50850000	150000	"*"	"S_29"	-0.999945414118337	-0.999878237809175	"CN1"
"243"	"chrA"	50850001	87375000	36525000	"*"	"S_29"	5.79733134310519e-54	0.000391034524136456	"CN2"
"244"	"chrA"	87375001	87450000	75000	"*"	"S_29"	-5.32192809488736	-5.32192809488736	"CN0"
